"x" "y"
"53" 346054.460719589 6615009.24854603
"54" 493054.460719589 6625009.24854603
"55" 458054.460719589 6604009.24854603
"56" 746054.460719589 7401009.24854603
"57" 525054.460719589 6864009.24854603
"58" 562054.460719589 6629009.24854603
"59" 773054.460719589 7422009.24854603
"60" 518054.460719589 6901009.24854603
"61" 609054.460719589 6565009.24854603
"62" 634054.460719589 6720009.24854603
"63" 577054.460719589 6574009.24854603
"64" 472054.460719589 6788009.24854603
"65" 827054.460719589 7585009.24854603
"66" 427054.460719589 6960009.24854603
"67" 578054.460719589 6887009.24854603
"68" 327054.460719589 6884009.24854603
"69" 748054.460719589 7307009.24854603
"70" 629054.460719589 7144009.24854603
"71" 572054.460719589 6991009.24854603
"72" 526054.460719589 6649009.24854603
"73" 467054.460719589 6969009.24854603
"74" 463054.460719589 6928009.24854603
"75" 555054.460719589 6637009.24854603
"76" 303054.460719589 6636009.24854603
"77" 776054.460719589 7447009.24854603
"78" 583054.460719589 6652009.24854603
"79" 625054.460719589 6693009.24854603
"80" 405054.460719589 6615009.24854603
"81" 701054.460719589 7144009.24854603
"82" 445054.460719589 6541009.24854603
"83" 1107054.46071959 7837009.24854603
"84" 492054.460719589 6631009.24854603
"85" 367054.460719589 6879009.24854603
"86" 710054.460719589 7406009.24854603
"87" 313054.460719589 6699009.24854603
"88" 598054.460719589 6605009.24854603
"89" 631054.460719589 6706009.24854603
"90" 494054.460719589 6948009.24854603
"91" 521054.460719589 6564009.24854603
"92" 552054.460719589 6587009.24854603
"93" 451054.460719589 6993009.24854603
"94" 567054.460719589 7025009.24854603
"95" 612054.460719589 6768009.24854603
"96" 533054.460719589 6609009.24854603
"97" 538054.460719589 6599009.24854603
"98" 625054.460719589 6727009.24854603
"99" 637054.460719589 6695009.24854603
"100" 558054.460719589 7066009.24854603
"101" 505054.460719589 6992009.24854603
"102" 767054.460719589 7461009.24854603
"103" 536054.460719589 6758009.24854603
"104" 792054.460719589 7538009.24854603
"105" 627054.460719589 6686009.24854603
"106" 308054.460719589 6690009.24854603
"107" 559054.460719589 6813009.24854603
"108" 726054.460719589 7486009.24854603
"109" 604054.460719589 6724009.24854603
"110" 544054.460719589 6573009.24854603
"111" 590054.460719589 6920009.24854603
"112" 547054.460719589 7023009.24854603
"113" 908054.460719589 7671009.24854603
"114" 427054.460719589 6709009.24854603
"115" 501054.460719589 6855009.24854603
"116" 533054.460719589 6832009.24854603
"117" 547054.460719589 7004009.24854603
"118" 460054.460719589 6847009.24854603
"119" 572054.460719589 6772009.24854603
"120" 597054.460719589 6954009.24854603
"121" 760054.460719589 7452009.24854603
"122" 587054.460719589 6819009.24854603
"123" 440054.460719589 6524009.24854603
"124" 308054.460719589 6655009.24854603
"125" 575054.460719589 6699009.24854603
"126" 546054.460719589 6624009.24854603
"127" 370054.460719589 6554009.24854603
"128" 684054.460719589 7310009.24854603
"129" 621054.460719589 7094009.24854603
"130" 910054.460719589 7782009.24854603
"131" 465054.460719589 6975009.24854603
"132" 773054.460719589 7550009.24854603
"133" 411054.460719589 6449009.24854603
"134" 294054.460719589 6877009.24854603
"135" 580054.460719589 6760009.24854603
"136" 567054.460719589 6578009.24854603
"137" 298054.460719589 6868009.24854603
"138" 290054.460719589 6764009.24854603
"139" 302054.460719589 6611009.24854603
"140" 615054.460719589 6977009.24854603
"141" 461054.460719589 6979009.24854603
"142" 491054.460719589 6960009.24854603
"143" 799054.460719589 7450009.24854603
"144" 690054.460719589 7159009.24854603
"145" 597054.460719589 6645009.24854603
"146" 402054.460719589 6736009.24854603
"147" 473054.460719589 6925009.24854603
"148" 316054.460719589 6895009.24854603
"149" 565054.460719589 6790009.24854603
"150" 806054.460719589 7447009.24854603
"151" 420054.460719589 6446009.24854603
"152" 524054.460719589 6882009.24854603
"153" 795054.460719589 7438009.24854603
"154" 449054.460719589 6458009.24854603
"155" 358054.460719589 6641009.24854603
"156" 477054.460719589 6466009.24854603
"157" 530054.460719589 6663009.24854603
"158" 558054.460719589 6554009.24854603
"159" 467054.460719589 6652009.24854603
"160" 332054.460719589 6635009.24854603
"161" 620054.460719589 6653009.24854603
"162" 558054.460719589 7019009.24854603
"163" 476054.460719589 6891009.24854603
"164" 774054.460719589 7417009.24854603
"165" 551054.460719589 6579009.24854603
"166" 498054.460719589 6573009.24854603
"167" 895054.460719589 7690009.24854603
"168" 547054.460719589 7054009.24854603
"169" 419054.460719589 6619009.24854603
"170" 495054.460719589 6927009.24854603
"171" 417054.460719589 6437009.24854603
"172" 739054.460719589 7449009.24854603
"173" 599054.460719589 6592009.24854603
"174" 496054.460719589 6731009.24854603
"175" 555054.460719589 6834009.24854603
"176" 738054.460719589 7450009.24854603
"177" 611054.460719589 6609009.24854603
"178" 581054.460719589 7062009.24854603
"179" 1092054.46071959 7888009.24854603
"180" 737054.460719589 7432009.24854603
"181" 576054.460719589 6563009.24854603
"182" 703054.460719589 7165009.24854603
"183" 537054.460719589 6834009.24854603
"184" 337054.460719589 6542009.24854603
"185" 412054.460719589 6730009.24854603
"186" 578054.460719589 6631009.24854603
"187" 889054.460719589 7691009.24854603
"188" 731054.460719589 7151009.24854603
"189" 609054.460719589 6562009.24854603
"190" 489054.460719589 6504009.24854603
"191" 536054.460719589 6949009.24854603
"192" 660054.460719589 6582009.24854603
"193" 293054.460719589 6708009.24854603
"194" 378054.460719589 6539009.24854603
"195" 612054.460719589 6549009.24854603
"196" 295054.460719589 6870009.24854603
"197" 306054.460719589 6690009.24854603
"198" 578054.460719589 7029009.24854603
"199" 465054.460719589 6996009.24854603
"200" 539054.460719589 6720009.24854603
"201" 471054.460719589 6474009.24854603
"202" 528054.460719589 6817009.24854603
"203" 726054.460719589 7404009.24854603
"204" 688054.460719589 7319009.24854603
"205" 629054.460719589 6919009.24854603
"206" 299054.460719589 6631009.24854603
"207" 588054.460719589 6926009.24854603
"208" 601054.460719589 6677009.24854603
"209" 457054.460719589 6740009.24854603
"210" 493054.460719589 6990009.24854603
"211" 612054.460719589 6749009.24854603
"212" 497054.460719589 6613009.24854603
"213" 299054.460719589 6712009.24854603
"214" 983054.460719589 7738009.24854603
"215" 551054.460719589 6835009.24854603
"216" 588054.460719589 6667009.24854603
"217" 420054.460719589 6721009.24854603
"218" 623054.460719589 7125009.24854603
"219" 442054.460719589 6890009.24854603
"220" 420054.460719589 6976009.24854603
"221" 555054.460719589 6991009.24854603
"222" 470054.460719589 6724009.24854603
"223" 1310054.46071959 7950009.24854603
"224" 576054.460719589 6608009.24854603
"225" 452054.460719589 6932009.24854603
"226" 601054.460719589 6623009.24854603
"227" 549054.460719589 6642009.24854603
"228" 741054.460719589 7595009.24854603
"229" 302054.460719589 6657009.24854603
"230" 518054.460719589 7028009.24854603
"231" 767054.460719589 7405009.24854603
"232" 645054.460719589 6805009.24854603
"233" 313054.460719589 6703009.24854603
"234" 707054.460719589 7289009.24854603
"235" 508054.460719589 6505009.24854603
"236" 313054.460719589 6799009.24854603
"237" 567054.460719589 6799009.24854603
"238" 382054.460719589 6722009.24854603
"239" 299054.460719589 6663009.24854603
"240" 777054.460719589 7400009.24854603
"241" 570054.460719589 6756009.24854603
"242" 581054.460719589 6807009.24854603
"243" 516054.460719589 6883009.24854603
"244" 490054.460719589 6486009.24854603
"245" 493054.460719589 7053009.24854603
"246" 512054.460719589 6993009.24854603
"247" 610054.460719589 6888009.24854603
"248" 423054.460719589 6725009.24854603
"249" 312054.460719589 6677009.24854603
"250" 570054.460719589 6794009.24854603
"251" 572054.460719589 6744009.24854603
"252" 415054.460719589 6562009.24854603
"253" 581054.460719589 6621009.24854603
"254" 574054.460719589 6917009.24854603
"255" 512054.460719589 7038009.24854603
"256" 330054.460719589 6539009.24854603
"257" 344054.460719589 6585009.24854603
"258" 294054.460719589 6653009.24854603
"259" 401054.460719589 6973009.24854603
"260" 565054.460719589 6991009.24854603
"261" 383054.460719589 6914009.24854603
"262" 338054.460719589 6581009.24854603
"263" 442054.460719589 6833009.24854603
"264" 465054.460719589 6826009.24854603
"265" 585054.460719589 6756009.24854603
"266" 563054.460719589 6575009.24854603
"267" 1300054.46071959 7863009.24854603
"268" 558054.460719589 6633009.24854603
"269" 622054.460719589 6646009.24854603
"270" 397054.460719589 6557009.24854603
"271" 406054.460719589 6478009.24854603
"272" 565054.460719589 6638009.24854603
"273" 396054.460719589 6616009.24854603
"274" 395054.460719589 6441009.24854603
"275" 610054.460719589 6708009.24854603
"276" 562054.460719589 6973009.24854603
"277" 398054.460719589 6477009.24854603
"278" 479054.460719589 7013009.24854603
"279" 480054.460719589 7008009.24854603
"280" 574054.460719589 7055009.24854603
"281" 646054.460719589 6570009.24854603
"282" 367054.460719589 6459009.24854603
"283" 533054.460719589 6573009.24854603
"284" 589054.460719589 6674009.24854603
"285" 746054.460719589 7463009.24854603
"286" 380054.460719589 6438009.24854603
"287" 644054.460719589 6904009.24854603
"288" 572054.460719589 7001009.24854603
"289" 631054.460719589 6790009.24854603
"290" 609054.460719589 7008009.24854603
"291" 468054.460719589 6602009.24854603
"292" 597054.460719589 6917009.24854603
"293" 338054.460719589 6684009.24854603
"294" 380054.460719589 6537009.24854603
"295" 451054.460719589 6780009.24854603
"296" 619054.460719589 6594009.24854603
"297" 727054.460719589 7624009.24854603
"298" 620054.460719589 6881009.24854603
"299" 503054.460719589 6524009.24854603
"300" 307054.460719589 6851009.24854603
"301" 971054.460719589 7770009.24854603
"302" 521054.460719589 6579009.24854603
"303" 852054.460719589 7611009.24854603
"304" 309054.460719589 6820009.24854603
"305" 364054.460719589 6734009.24854603
"306" 452054.460719589 6458009.24854603
"307" 579054.460719589 6768009.24854603
"308" 358054.460719589 6691009.24854603
"309" 556054.460719589 7013009.24854603
"310" 701054.460719589 7431009.24854603
"311" 732054.460719589 7416009.24854603
"312" 554054.460719589 6830009.24854603
"313" 501054.460719589 6781009.24854603
"314" 766054.460719589 7462009.24854603
"315" 503054.460719589 6617009.24854603
"316" 796054.460719589 7438009.24854603
"317" 421054.460719589 6695009.24854603
"318" 550054.460719589 6866009.24854603
"319" 647054.460719589 6932009.24854603
"320" 766054.460719589 7494009.24854603
"321" 402054.460719589 6910009.24854603
"322" 559054.460719589 6914009.24854603
"323" 624054.460719589 6651009.24854603
"324" 574054.460719589 6947009.24854603
"325" 360054.460719589 6923009.24854603
"326" 316054.460719589 6658009.24854603
"327" 626054.460719589 7052009.24854603
"328" 494054.460719589 6503009.24854603
"329" 403054.460719589 6816009.24854603
"330" 627054.460719589 6741009.24854603
"331" 392054.460719589 6632009.24854603
"332" 514054.460719589 6590009.24854603
"333" 546054.460719589 7012009.24854603
"334" 574054.460719589 6622009.24854603
"335" 357054.460719589 6764009.24854603
"336" 394054.460719589 6516009.24854603
"337" 530054.460719589 6952009.24854603
"338" 467054.460719589 6661009.24854603
"339" 879054.460719589 7748009.24854603
"340" 530054.460719589 6843009.24854603
"341" 287054.460719589 6590009.24854603
"342" 749054.460719589 7458009.24854603
"343" 357054.460719589 6596009.24854603
"344" 399054.460719589 6564009.24854603
"345" 662054.460719589 6920009.24854603
"346" 389054.460719589 6945009.24854603
"347" 786054.460719589 7393009.24854603
"348" 1310054.46071959 7862009.24854603
"349" 368054.460719589 6593009.24854603
"350" 493054.460719589 6507009.24854603
"351" 451054.460719589 6997009.24854603
"352" 642054.460719589 6564009.24854603
"353" 603054.460719589 6579009.24854603
"354" 613054.460719589 6627009.24854603
"355" 495054.460719589 6858009.24854603
"356" 524054.460719589 6934009.24854603
"357" 489054.460719589 6519009.24854603
"358" 528054.460719589 6689009.24854603
"359" 421054.460719589 6940009.24854603
"360" 530054.460719589 6731009.24854603
"361" 612054.460719589 6613009.24854603
"362" 454054.460719589 6818009.24854603
"363" 468054.460719589 6884009.24854603
"364" 560054.460719589 6549009.24854603
"365" 572054.460719589 6577009.24854603
"366" 660054.460719589 7145009.24854603
"367" 730054.460719589 7581009.24854603
"368" 477054.460719589 6514009.24854603
"369" 425054.460719589 6440009.24854603
"370" 604054.460719589 6719009.24854603
"371" 575054.460719589 6986009.24854603
"372" 551054.460719589 7019009.24854603
"373" 552054.460719589 6819009.24854603
"374" 598054.460719589 6617009.24854603
"375" 514054.460719589 6882009.24854603
"376" 390054.460719589 6734009.24854603
"377" 961054.460719589 7721009.24854603
"378" 561054.460719589 6622009.24854603
"379" 551054.460719589 6610009.24854603
"380" 606054.460719589 6586009.24854603
"381" 337054.460719589 6815009.24854603
"382" 521054.460719589 6627009.24854603
"383" 647054.460719589 6606009.24854603
"384" 480054.460719589 6942009.24854603
"385" 568054.460719589 6589009.24854603
"386" 468054.460719589 6948009.24854603
"387" 916054.460719589 7661009.24854603
"388" 486054.460719589 6770009.24854603
"389" 552054.460719589 6612009.24854603
"390" 300054.460719589 6696009.24854603
"391" 476054.460719589 6513009.24854603
"392" 645054.460719589 6531009.24854603
"393" 430054.460719589 6859009.24854603
"394" 346054.460719589 6722009.24854603
"395" 574054.460719589 6619009.24854603
"396" 305054.460719589 6872009.24854603
"397" 617054.460719589 6618009.24854603
"398" 405054.460719589 6711009.24854603
"399" 620054.460719589 6669009.24854603
"400" 594054.460719589 6645009.24854603
"401" 432054.460719589 6840009.24854603
"402" 399054.460719589 6556009.24854603
"403" 787054.460719589 7543009.24854603
"404" 765054.460719589 7508009.24854603
"405" 388054.460719589 6600009.24854603
"406" 1170054.46071959 7896009.24854603
"407" 493054.460719589 7023009.24854603
"408" 557054.460719589 6554009.24854603
"409" 457054.460719589 6844009.24854603
"410" 581054.460719589 6957009.24854603
"411" 967054.460719589 7772009.24854603
"412" 521054.460719589 6595009.24854603
"413" 640054.460719589 6964009.24854603
"414" 576054.460719589 6560009.24854603
"415" 567054.460719589 6827009.24854603
"416" 756054.460719589 7597009.24854603
"417" 616054.460719589 6565009.24854603
"418" 538054.460719589 6608009.24854603
"419" 707054.460719589 7424009.24854603
"420" 519054.460719589 6576009.24854603
"421" 570054.460719589 6554009.24854603
"422" 696054.460719589 7409009.24854603
"423" 554054.460719589 6599009.24854603
"424" 749054.460719589 7427009.24854603
"425" 465054.460719589 6471009.24854603
"426" 762054.460719589 7596009.24854603
"427" 716054.460719589 7241009.24854603
"428" 776054.460719589 7387009.24854603
"429" 574054.460719589 6581009.24854603
"430" 633054.460719589 6591009.24854603
"431" 369054.460719589 6573009.24854603
"432" 460054.460719589 6980009.24854603
"433" 703054.460719589 7372009.24854603
"434" 559054.460719589 6553009.24854603
"435" 571054.460719589 6771009.24854603
"436" 1286054.46071959 7856009.24854603
"437" 615054.460719589 6735009.24854603
"438" 511054.460719589 6586009.24854603
"439" 424054.460719589 6708009.24854603
"440" 361054.460719589 6447009.24854603
"441" 545054.460719589 6819009.24854603
"442" 529054.460719589 6716009.24854603
"443" 612054.460719589 6969009.24854603
"444" 698054.460719589 7580009.24854603
"445" 574054.460719589 6646009.24854603
"446" 403054.460719589 6626009.24854603
"447" 400054.460719589 6556009.24854603
"448" 579054.460719589 6652009.24854603
"449" 692054.460719589 7234009.24854603
"450" 453054.460719589 6919009.24854603
"451" 793054.460719589 7625009.24854603
"452" 609054.460719589 6946009.24854603
"453" 445054.460719589 6723009.24854603
"454" 632054.460719589 6704009.24854603
"455" 656054.460719589 6899009.24854603
"456" 590054.460719589 6628009.24854603
"457" 744054.460719589 7436009.24854603
"458" 687054.460719589 7349009.24854603
"459" 760054.460719589 7481009.24854603
"460" 767054.460719589 7432009.24854603
"461" 524054.460719589 6890009.24854603
"462" 616054.460719589 7065009.24854603
"463" 494054.460719589 6499009.24854603
"464" 583054.460719589 6793009.24854603
"465" 631054.460719589 6693009.24854603
"466" 486054.460719589 6753009.24854603
"467" 429054.460719589 6961009.24854603
"468" 785054.460719589 7561009.24854603
"469" 764054.460719589 7484009.24854603
"470" 491054.460719589 6944009.24854603
"471" 612054.460719589 6639009.24854603
"472" 606054.460719589 6745009.24854603
"473" 537054.460719589 6818009.24854603
"474" 583054.460719589 6657009.24854603
"475" 567054.460719589 6608009.24854603
"476" 501054.460719589 6869009.24854603
"477" 446054.460719589 6443009.24854603
"478" 392054.460719589 6614009.24854603
"479" 473054.460719589 6910009.24854603
"480" 506054.460719589 6753009.24854603
"481" 337054.460719589 6477009.24854603
"482" 737054.460719589 7316009.24854603
"483" 543054.460719589 6567009.24854603
"484" 467054.460719589 6623009.24854603
"485" 538054.460719589 6550009.24854603
"486" 884054.460719589 7757009.24854603
"487" 801054.460719589 7497009.24854603
"488" 756054.460719589 7432009.24854603
"489" 503054.460719589 6528009.24854603
"490" 511054.460719589 6519009.24854603
"491" 473054.460719589 6900009.24854603
"492" 581054.460719589 6964009.24854603
"493" 733054.460719589 7431009.24854603
"494" 615054.460719589 7050009.24854603
"495" 448054.460719589 6757009.24854603
"496" 512054.460719589 6585009.24854603
"497" 450054.460719589 6621009.24854603
"498" 518054.460719589 6557009.24854603
"499" 525054.460719589 6579009.24854603
"500" 413054.460719589 6980009.24854603
"501" 536054.460719589 6580009.24854603
"502" 534054.460719589 6789009.24854603
"503" 637054.460719589 6674009.24854603
"504" 529054.460719589 6948009.24854603
"505" 478054.460719589 6776009.24854603
"506" 520054.460719589 6544009.24854603
"507" 722054.460719589 7141009.24854603
"508" 775054.460719589 7464009.24854603
"509" 533054.460719589 6540009.24854603
"510" 368054.460719589 6883009.24854603
"511" 585054.460719589 7018009.24854603
"512" 449054.460719589 6940009.24854603
"513" 614054.460719589 6630009.24854603
"514" 409054.460719589 6527009.24854603
"515" 1045054.46071959 7847009.24854603
"516" 606054.460719589 6658009.24854603
"517" 534054.460719589 7035009.24854603
"518" 401054.460719589 6716009.24854603
"519" 621054.460719589 6613009.24854603
"520" 298054.460719589 6615009.24854603
"521" 807054.460719589 7547009.24854603
"522" 599054.460719589 6965009.24854603
"523" 793054.460719589 7413009.24854603
"524" 615054.460719589 6688009.24854603
"525" 734054.460719589 7441009.24854603
"526" 574054.460719589 7026009.24854603
"527" 584054.460719589 6648009.24854603
"528" 491054.460719589 6940009.24854603
"529" 477054.460719589 6773009.24854603
"530" 414054.460719589 6887009.24854603
"531" 789054.460719589 7481009.24854603
"532" 743054.460719589 7435009.24854603
"533" 421054.460719589 6722009.24854603
"534" 418054.460719589 6472009.24854603
"535" 539054.460719589 6730009.24854603
"536" 512054.460719589 6580009.24854603
"537" 904054.460719589 7683009.24854603
"538" 598054.460719589 6760009.24854603
"539" 650054.460719589 6594009.24854603
"540" 530054.460719589 6606009.24854603
"541" 474054.460719589 6612009.24854603
"542" 765054.460719589 7479009.24854603
"543" 432054.460719589 6921009.24854603
"544" 502054.460719589 6513009.24854603
"545" 609054.460719589 6572009.24854603
"546" 565054.460719589 7056009.24854603
"547" 397054.460719589 6943009.24854603
"548" 1233054.46071959 7873009.24854603
"549" 326054.460719589 6875009.24854603
"550" 473054.460719589 6758009.24854603
"551" 667054.460719589 7181009.24854603
"552" 360054.460719589 6706009.24854603
"553" 637054.460719589 6754009.24854603
"554" 629054.460719589 6617009.24854603
"555" 620054.460719589 6627009.24854603
"556" 593054.460719589 6620009.24854603
"557" 462054.460719589 6991009.24854603
"558" 718054.460719589 7436009.24854603
"559" 724054.460719589 7439009.24854603
"560" 622054.460719589 6698009.24854603
"561" 440054.460719589 6750009.24854603
"562" 554054.460719589 6549009.24854603
"563" 294054.460719589 6688009.24854603
"564" 644054.460719589 6617009.24854603
"565" 418054.460719589 6729009.24854603
"566" 512054.460719589 6833009.24854603
"567" 542054.460719589 6903009.24854603
"568" 656054.460719589 6703009.24854603
"569" 615054.460719589 6731009.24854603
"570" 891054.460719589 7687009.24854603
"571" 418054.460719589 6925009.24854603
"572" 618054.460719589 6735009.24854603
"573" 436054.460719589 6556009.24854603
"574" 633054.460719589 7279009.24854603
"575" 573054.460719589 6759009.24854603
"576" 490054.460719589 6875009.24854603
"577" 575054.460719589 6585009.24854603
"578" 757054.460719589 7550009.24854603
"579" 624054.460719589 6938009.24854603
"580" 518054.460719589 6631009.24854603
"581" 580054.460719589 6661009.24854603
"582" 633054.460719589 6687009.24854603
"583" 607054.460719589 6955009.24854603
"584" 893054.460719589 7782009.24854603
"585" 610054.460719589 7019009.24854603
"586" 700054.460719589 7370009.24854603
"587" 584054.460719589 6587009.24854603
"588" 533054.460719589 6643009.24854603
"589" 552054.460719589 6633009.24854603
"590" 733054.460719589 7462009.24854603
"591" 526054.460719589 6522009.24854603
"592" 595054.460719589 6631009.24854603
"593" 637054.460719589 7081009.24854603
"594" 624054.460719589 6722009.24854603
"595" 525054.460719589 6544009.24854603
"596" 410054.460719589 6936009.24854603
"597" 343054.460719589 6478009.24854603
"598" 388054.460719589 6528009.24854603
"599" 590054.460719589 6768009.24854603
"600" 525054.460719589 6652009.24854603
"601" 760054.460719589 7435009.24854603
"602" 553054.460719589 6894009.24854603
"603" 617054.460719589 6652009.24854603
"604" 584054.460719589 6782009.24854603
"605" 1287054.46071959 7827009.24854603
"606" 538054.460719589 6558009.24854603
"607" 674054.460719589 6818009.24854603
"608" 765054.460719589 7467009.24854603
"609" 495054.460719589 6571009.24854603
"610" 398054.460719589 6631009.24854603
"611" 288054.460719589 6735009.24854603
"612" 757054.460719589 7370009.24854603
"613" 643054.460719589 6619009.24854603
"614" 796054.460719589 7464009.24854603
"615" 560054.460719589 6979009.24854603
"616" 581054.460719589 7033009.24854603
"617" 578054.460719589 6822009.24854603
"618" 615054.460719589 6620009.24854603
"619" 558054.460719589 6631009.24854603
"620" 601054.460719589 6682009.24854603
"621" 411054.460719589 6534009.24854603
"622" 429054.460719589 6454009.24854603
"623" 707054.460719589 7411009.24854603
"624" 552054.460719589 6960009.24854603
"625" 445054.460719589 6734009.24854603
"626" 775054.460719589 7484009.24854603
"627" 759054.460719589 7418009.24854603
"628" 379054.460719589 6940009.24854603
"629" 550054.460719589 7049009.24854603
"630" 516054.460719589 7006009.24854603
"631" 583054.460719589 6643009.24854603
"632" 477054.460719589 6580009.24854603
"633" 591054.460719589 6783009.24854603
"634" 417054.460719589 6583009.24854603
"635" 418054.460719589 6719009.24854603
"636" 751054.460719589 7502009.24854603
"637" 374054.460719589 6859009.24854603
"638" 548054.460719589 6565009.24854603
"639" 588054.460719589 6672009.24854603
"640" 419054.460719589 6443009.24854603
"641" 511054.460719589 6944009.24854603
"642" 385054.460719589 6714009.24854603
"643" 572054.460719589 6612009.24854603
"644" 558054.460719589 6769009.24854603
"645" 473054.460719589 6722009.24854603
"646" 570054.460719589 6814009.24854603
"647" 578054.460719589 6557009.24854603
"648" 760054.460719589 7498009.24854603
"649" 724054.460719589 7392009.24854603
"650" 428054.460719589 6452009.24854603
"651" 479054.460719589 6835009.24854603
"652" 624054.460719589 6702009.24854603
"653" 676054.460719589 6661009.24854603
"654" 523054.460719589 6780009.24854603
"655" 526054.460719589 6565009.24854603
"656" 746054.460719589 7403009.24854603
"657" 634054.460719589 6653009.24854603
"658" 325054.460719589 6731009.24854603
"659" 1057054.46071959 7782009.24854603
"660" 295054.460719589 6730009.24854603
"661" 603054.460719589 6567009.24854603
"662" 656054.460719589 7223009.24854603
"663" 479054.460719589 6855009.24854603
"664" 542054.460719589 6791009.24854603
"665" 645054.460719589 6573009.24854603
"666" 796054.460719589 7434009.24854603
"667" 337054.460719589 6732009.24854603
"668" 735054.460719589 7463009.24854603
"669" 512054.460719589 6845009.24854603
"670" 394054.460719589 6749009.24854603
"671" 671054.460719589 6737009.24854603
"672" 522054.460719589 6556009.24854603
"673" 720054.460719589 7408009.24854603
"674" 673054.460719589 7173009.24854603
"675" 723054.460719589 7423009.24854603
"676" 726054.460719589 7583009.24854603
"677" 436054.460719589 6742009.24854603
"678" 308054.460719589 6601009.24854603
"679" 703054.460719589 7218009.24854603
"680" 514054.460719589 6891009.24854603
"681" 553054.460719589 6799009.24854603
"682" 489054.460719589 7046009.24854603
"683" 396054.460719589 6683009.24854603
"684" 655054.460719589 6914009.24854603
"685" 588054.460719589 7197009.24854603
"686" 1051054.46071959 7790009.24854603
"687" 896054.460719589 7723009.24854603
"688" 469054.460719589 6646009.24854603
"689" 578054.460719589 6638009.24854603
"690" 601054.460719589 6617009.24854603
"691" 642054.460719589 6621009.24854603
"692" 616054.460719589 6982009.24854603
"693" 535054.460719589 6653009.24854603
"694" 390054.460719589 6618009.24854603
"695" 640054.460719589 6659009.24854603
"696" 830054.460719589 7743009.24854603
"697" 764054.460719589 7488009.24854603
"698" 384054.460719589 6774009.24854603
"699" 420054.460719589 6449009.24854603
"700" 758054.460719589 7481009.24854603
"701" 307054.460719589 6658009.24854603
"702" 406054.460719589 6665009.24854603
"703" 327054.460719589 6593009.24854603
"704" 597054.460719589 6577009.24854603
"705" 344054.460719589 6700009.24854603
"706" 483054.460719589 6552009.24854603
"707" 463054.460719589 6679009.24854603
"708" 646054.460719589 6554009.24854603
"709" 636054.460719589 6563009.24854603
"710" 570054.460719589 6654009.24854603
"711" 600054.460719589 6568009.24854603
"712" 547054.460719589 6581009.24854603
"713" 633054.460719589 6567009.24854603
"714" 424054.460719589 6702009.24854603
"715" 557054.460719589 6739009.24854603
"716" 541054.460719589 6894009.24854603
"717" 474054.460719589 6609009.24854603
"718" 353054.460719589 6569009.24854603
"719" 604054.460719589 6754009.24854603
"720" 516054.460719589 6831009.24854603
"721" 567054.460719589 6990009.24854603
"722" 553054.460719589 6605009.24854603
"723" 655054.460719589 6950009.24854603
"724" 576054.460719589 6627009.24854603
"725" 574054.460719589 6560009.24854603
"726" 562054.460719589 6783009.24854603
"727" 323054.460719589 6862009.24854603
"728" 1082054.46071959 7767009.24854603
"729" 602054.460719589 6668009.24854603
"730" 596054.460719589 7087009.24854603
"731" 410054.460719589 6893009.24854603
"732" 725054.460719589 7638009.24854603
"733" 536054.460719589 7054009.24854603
"734" 465054.460719589 6965009.24854603
"735" 503054.460719589 6833009.24854603
